sku_id,category,current_price,cost,optimal_price,price_change_pct,current_units,predicted_units_at_optimal,current_profit,optimal_profit_estimate,predicted_elasticity,profit_lift_pct
SKU-010465,Jewelry,138.69,60.79,155.33,12.0,308,282.5,23993.2,26706.78,-0.763,11.309787773202395
SKU-010702,Jewelry,121.63,58.48,136.23,12.0,192,179.6,12124.8,13966.23,-0.587,15.187302058590667
SKU-010471,Jewelry,155.02,54.53,173.62,12.0,664,608.3,66725.36,72439.81,-0.774,8.564135135426776
SKU-010410,Jewelry,37.16,16.51,41.62,12.0,141,129.5,2911.65,3251.27,-0.752,11.664176669585968
SKU-010609,Jewelry,83.88,33.86,93.95,12.0,822,769.0,41116.44,46207.5,-0.588,12.382054477479066
SKU-010608,Jewelry,139.89,57.07,156.68,12.0,822,759.9,68078.04,75687.04,-0.694,11.176878770305375
SKU-010658,Jewelry,30.76,10.08,34.45,12.0,259,243.4,5356.12,5932.11,-0.548,10.75386660493043
SKU-010421,Jewelry,43.45,16.5,48.66,12.0,561,516.8,15118.95,16621.66,-0.724,9.939248426643378
SKU-010796,Jewelry,157.22,63.63,176.09,12.0,155,144.0,14506.45,16196.47,-0.648,11.65012804648966
SKU-010703,Jewelry,113.12,46.43,126.69,12.0,361,334.1,24075.09,26819.92,-0.682,11.401120411180177
SKU-010742,Jewelry,37.43,15.49,41.92,12.0,640,575.7,14041.6,15217.25,-0.934,8.372621353691878
SKU-010743,Jewelry,105.77,38.36,118.46,12.0,466,425.8,31413.06,34109.38,-0.796,8.58343631597811
SKU-010701,Jewelry,106.57,36.35,119.36,12.0,434,402.3,30475.48,33397.9,-0.668,9.589414178218036
SKU-010424,Jewelry,118.61,40.79,132.84,12.0,359,325.8,27937.38,29988.1,-0.857,7.340416316777021
SKU-010516,Jewelry,127.95,55.8,143.3,12.0,867,791.5,62554.05,69255.82,-0.804,10.713566907338535
SKU-010607,Jewelry,134.94,42.92,151.13,12.0,156,145.8,14355.12,15781.58,-0.594,9.93694235924185
SKU-010557,Jewelry,94.07,34.89,105.36,12.0,669,619.3,39591.42,43643.27,-0.681,10.23416184617778
SKU-010798,Jewelry,141.71,63.15,158.72,12.0,324,305.4,25453.44,29186.4,-0.521,14.665836916346088
SKU-010751,Jewelry,105.12,42.26,117.73,12.0,421,388.4,26464.06,29314.83,-0.711,10.772232227405777
SKU-010656,Jewelry,62.95,20.29,70.5,12.0,84,77.1,3583.44,3873.56,-0.752,8.096131091911673
SKU-010705,Jewelry,33.41,13.44,37.42,12.0,859,800.5,17154.23,19195.89,-0.622,11.901787489149896
SKU-010606,Jewelry,122.03,44.61,136.67,12.0,269,254.0,20825.98,23385.33,-0.506,12.289217602244907
SKU-010463,Jewelry,105.4,37.29,118.05,12.0,354,323.4,24110.94,26114.76,-0.799,8.310833173654775
SKU-010700,Jewelry,51.72,19.16,57.93,12.0,93,86.4,3028.08,3350.44,-0.647,10.645689677947745
SKU-010512,Jewelry,94.19,37.94,105.49,12.0,522,487.9,29362.5,32960.36,-0.596,12.253248190719468
SKU-010697,Jewelry,141.41,63.28,158.38,12.0,269,249.2,21016.97,23694.25,-0.676,12.738658331814712
SKU-010792,Jewelry,85.31,32.67,95.55,12.0,766,701.2,40322.24,44087.88,-0.78,9.338866094740773
SKU-010551,Jewelry,79.56,26.74,89.11,12.0,117,106.9,6179.94,6665.18,-0.799,7.851856166888371
SKU-010603,Jewelry,97.9,47.2,109.65,12.0,596,544.1,30217.2,33979.29,-0.804,12.450160835550616
SKU-010692,Jewelry,193.81,62.56,217.07,12.0,277,258.6,36356.25,39958.2,-0.606,9.907374935533774
SKU-010507,Jewelry,150.08,47.84,168.09,12.0,879,805.1,89868.96,96811.52,-0.775,7.725203451781337
SKU-010597,Jewelry,115.5,59.7,129.36,12.0,112,105.5,6249.6,7347.07,-0.53,17.560643881208392
SKU-010561,Jewelry,144.55,58.85,161.9,12.0,598,559.3,51248.6,57632.55,-0.591,12.456828088962446
SKU-010520,Jewelry,163.16,58.49,182.74,12.0,361,335.1,37785.87,41633.3,-0.657,10.182192443895023
SKU-010515,Jewelry,84.56,32.57,94.71,12.0,258,239.4,13413.42,14876.27,-0.66,10.90586889846139
SKU-010467,Jewelry,100.58,37.84,112.65,12.0,272,248.7,17065.28,18607.44,-0.789,9.036827992274365
SKU-010473,Jewelry,43.73,19.25,48.98,12.0,198,183.3,4847.04,5447.78,-0.683,12.393955898857856
SKU-010418,Jewelry,98.8,38.36,110.66,12.0,151,139.7,9126.44,10097.63,-0.688,10.64149876622209
SKU-010552,Jewelry,80.69,38.28,90.37,12.0,261,239.5,11069.01,12478.73,-0.757,12.735736980994684
SKU-010704,Jewelry,97.37,39.9,109.05,12.0,480,438.4,27585.6,30317.55,-0.8,9.90353662780581
SKU-010554,Jewelry,85.89,25.51,96.2,12.0,438,404.9,26446.44,28618.61,-0.694,8.213468429021088
SKU-010560,Jewelry,17.84,7.46,19.98,12.0,292,266.2,3030.96,3332.79,-0.817,9.958231055507172
SKU-010653,Jewelry,160.74,65.79,180.03,12.0,778,708.2,73871.1,80909.12,-0.829,9.527433597171274
SKU-010693,Jewelry,27.29,12.53,30.56,12.0,215,203.9,3173.4,3677.14,-0.468,15.873826180122252
SKU-010602,Jewelry,170.75,74.77,191.24,12.0,817,760.4,78415.66,88565.51,-0.633,12.943651816486646
SKU-010741,Jewelry,179.78,60.49,201.35,12.0,269,247.5,32089.01,34867.0,-0.734,8.657138378528973
SKU-010508,Jewelry,86.07,37.08,96.4,12.0,374,347.6,18322.26,20621.99,-0.645,12.551562962211005
SKU-010470,Jewelry,112.21,49.97,125.68,12.0,1015,921.8,63173.6,69787.39,-0.85,10.469230817936603
SKU-010519,Jewelry,178.08,62.43,199.45,12.0,205,184.7,23708.25,25307.15,-0.92,6.744065884238615
SKU-010793,Jewelry,191.26,72.82,214.21,12.0,582,534.6,68932.08,75582.81,-0.75,9.648236350912365
SKU-010659,Jewelry,168.57,69.59,188.8,12.0,658,606.5,65128.84,72296.31,-0.72,11.005063194738307
SKU-010598,Jewelry,89.17,38.78,99.87,12.0,735,673.8,37036.65,41163.44,-0.767,11.142449438596636
SKU-010744,Jewelry,127.18,45.82,142.44,12.0,733,677.5,59636.88,65461.75,-0.695,9.767227930099631
SKU-010650,Jewelry,102.71,51.83,115.04,12.0,994,907.0,50574.72,57328.81,-0.808,13.354676012047118
SKU-010611,Jewelry,129.36,38.06,144.88,12.0,159,143.2,14516.7,15298.07,-0.923,5.382559397108144
SKU-010747,Jewelry,142.08,49.02,159.13,12.0,820,747.6,76309.2,82320.55,-0.815,7.877621571186699
SKU-010423,Jewelry,162.55,72.16,182.06,12.0,800,729.4,72312.0,80155.97,-0.815,10.847397389091707
SKU-010464,Jewelry,102.07,38.85,114.32,12.0,721,640.5,45581.62,48337.44,-1.045,6.045901834994005
SKU-010795,Jewelry,33.08,11.96,37.05,12.0,461,421.2,9736.32,10568.7,-0.796,8.549225990928822
SKU-010566,Jewelry,52.09,23.34,58.34,12.0,475,439.4,13656.25,15381.08,-0.686,12.63033409610983
SKU-010707,Jewelry,162.93,74.37,182.48,12.0,702,651.5,62169.12,70434.41,-0.659,13.294847988840752
SKU-010669,Jewelry,174.28,67.94,195.19,12.0,404,376.8,42961.36,47943.6,-0.616,11.597025792479565
SKU-010409,Jewelry,147.49,68.97,165.19,12.0,1138,1048.7,89355.76,100907.48,-0.721,12.927784398006349
SKU-010719,Jewelry,117.0,50.08,131.04,12.0,233,215.0,15592.36,17404.91,-0.71,11.624603331375095
SKU-010583,Jewelry,118.24,37.85,132.43,12.0,290,269.6,23313.1,25500.74,-0.643,9.383737040548024
SKU-010439,Jewelry,101.29,48.96,113.44,12.0,282,264.4,14757.06,17049.88,-0.569,15.537105629441106
SKU-010776,Jewelry,71.72,29.17,80.33,12.0,770,736.1,32763.5,37658.61,-0.397,14.94074198422024
SKU-010542,Jewelry,82.6,31.19,92.51,12.0,606,552.6,31154.46,33886.1,-0.814,8.768054397347914
SKU-010401,Jewelry,78.53,27.23,87.95,12.0,780,729.2,40014.0,44277.26,-0.595,10.654420952666577
SKU-010730,Jewelry,36.26,12.02,40.61,12.0,696,652.7,16871.04,18661.93,-0.567,10.615172508630177
SKU-010679,Jewelry,57.29,21.86,64.16,12.0,336,315.3,11904.48,13337.77,-0.562,12.039921105331786
SKU-010627,Jewelry,21.31,9.63,23.87,12.0,381,355.7,4450.08,5064.02,-0.607,13.796156473591491
SKU-010451,Jewelry,30.06,11.27,33.67,12.0,198,185.2,3720.42,4148.64,-0.588,11.50999080748949
SKU-010638,Jewelry,92.94,37.19,104.09,12.0,665,627.8,37073.75,42004.22,-0.507,13.299086280724225
SKU-010572,Jewelry,141.59,50.24,158.58,12.0,171,160.7,15620.85,17415.09,-0.546,11.486186731195813
SKU-010405,Jewelry,98.96,35.99,110.84,12.0,713,651.4,44897.61,48756.96,-0.797,8.595891852595262
SKU-010493,Jewelry,107.43,37.52,120.32,12.0,645,599.3,45091.95,49622.9,-0.648,10.048245862066295
SKU-010440,Jewelry,200.37,67.48,224.41,12.0,323,297.1,42923.47,46621.54,-0.738,8.61549637063359
SKU-010582,Jewelry,21.49,8.79,24.07,12.0,788,731.8,10007.6,11181.79,-0.652,11.732982932970938
SKU-010720,Jewelry,140.74,44.77,157.63,12.0,490,446.0,47025.3,50331.5,-0.831,7.030683483146305
SKU-010533,Jewelry,177.02,59.51,198.26,12.0,320,294.4,37603.2,40852.41,-0.735,8.640780571866236
SKU-010764,Jewelry,81.42,27.46,91.19,12.0,337,318.1,18184.52,20271.69,-0.51,11.477729409409744
SKU-010484,Jewelry,44.59,19.08,49.94,12.0,382,357.9,9744.82,11044.32,-0.576,13.335289928392724
SKU-010670,Jewelry,149.02,57.34,166.9,12.0,309,287.3,28329.12,31477.51,-0.642,11.113617366158923
SKU-010628,Jewelry,120.67,49.44,135.15,12.0,650,600.0,46299.5,51425.34,-0.706,11.071048283458772
SKU-010541,Jewelry,149.59,53.81,167.54,12.0,597,546.9,57180.66,62202.5,-0.773,8.782409996666708
SKU-010678,Jewelry,100.6,39.69,112.67,12.0,465,429.0,28323.15,31308.48,-0.711,10.540247112344492
SKU-010729,Jewelry,161.38,65.09,180.75,12.0,87,79.8,8377.23,9229.92,-0.762,10.178662875437361
SKU-010450,Jewelry,31.27,9.39,35.02,12.0,284,262.1,6213.92,6718.08,-0.708,8.113397018307289
SKU-010774,Jewelry,74.18,25.8,83.08,12.0,140,130.4,6773.2,7467.46,-0.629,10.250103348491123
SKU-010441,Jewelry,126.48,44.96,141.66,12.0,89,83.2,7255.28,8046.95,-0.593,10.911639523216188
SKU-010775,Jewelry,118.4,47.11,132.61,12.0,952,890.8,67868.08,76165.85,-0.586,12.226322005867862
SKU-010637,Jewelry,45.53,16.64,50.99,12.0,87,78.8,2513.43,2706.44,-0.876,7.6791476189908
SKU-010494,Jewelry,59.83,27.89,67.01,12.0,111,102.2,3545.34,3997.51,-0.73,12.753924870393242
SKU-010763,Jewelry,38.27,15.56,42.86,12.0,262,243.1,5950.02,6637.27,-0.661,11.550381343255989
SKU-010530,Jewelry,76.92,29.55,86.15,12.0,658,607.9,31169.46,34410.17,-0.698,10.397068155816624
SKU-010624,Jewelry,223.26,67.11,250.05,12.0,422,386.4,65895.3,70695.15,-0.777,7.284055160231451
SKU-010496,Jewelry,137.14,56.63,153.6,12.0,626,580.0,50399.26,56239.94,-0.674,11.58882094697422
SKU-010717,Jewelry,138.44,51.3,155.05,12.0,186,174.6,16208.04,18120.38,-0.556,11.798712244046783
SKU-010585,Jewelry,70.81,30.55,79.31,12.0,454,421.5,18278.04,20550.29,-0.656,12.431584568148434
SKU-010640,Jewelry,129.59,44.58,145.14,12.0,541,501.6,45990.41,50444.52,-0.667,9.684866910297153
SKU-010453,Jewelry,202.95,66.58,227.3,12.0,789,720.9,107595.93,115873.11,-0.796,7.692837452122969
SKU-010570,Jewelry,137.16,51.91,153.62,12.0,778,714.8,66324.5,72700.43,-0.748,9.613234928269332
SKU-010681,Jewelry,81.99,42.48,91.83,12.0,1273,1182.2,50296.23,58339.65,-0.653,15.992093244364437
SKU-010437,Jewelry,17.33,6.29,19.41,12.0,915,840.4,10101.6,11025.85,-0.75,9.14954066682505
SKU-010482,Jewelry,41.56,14.83,46.55,12.0,235,220.4,6281.55,6991.12,-0.565,11.296097300825437
SKU-010778,Jewelry,107.78,47.3,120.71,12.0,639,597.3,38646.72,43852.9,-0.595,13.471207905871442
SKU-010668,Jewelry,137.83,52.07,154.37,12.0,634,589.7,54371.84,60328.76,-0.639,10.955891873440372
SKU-010543,Jewelry,11.73,4.97,13.14,12.0,871,828.7,5887.96,6768.17,-0.44,14.94932030788252
SKU-010532,Jewelry,45.65,18.36,51.13,12.0,97,91.1,2647.13,2984.34,-0.556,12.738701914904071
SKU-010625,Jewelry,49.57,19.47,55.52,12.0,257,228.9,7735.7,8251.67,-1.022,6.66998461677677
SKU-010531,Jewelry,165.42,66.88,185.27,12.0,112,100.9,11036.48,11950.72,-0.917,8.28380063208558
SKU-010731,Jewelry,68.59,27.52,76.82,12.0,237,211.4,9733.59,10423.58,-1.007,7.088751426760309
SKU-010495,Jewelry,106.83,44.19,119.65,12.0,450,417.5,28188.0,31500.87,-0.662,11.752767134951036
SKU-010718,Jewelry,105.99,46.79,118.71,12.0,1097,1019.5,64942.4,73323.66,-0.646,12.905682574096433
SKU-010584,Jewelry,14.67,6.25,16.43,12.0,91,83.0,766.22,845.44,-0.807,10.339067108663302
SKU-010438,Jewelry,134.36,69.98,150.48,12.0,464,440.8,29872.32,35483.12,-0.453,18.782605435399734
SKU-010777,Jewelry,67.1,26.9,75.15,12.0,568,529.2,22833.6,25534.17,-0.625,11.82717574101324
SKU-010680,Jewelry,180.93,64.58,202.64,12.0,445,416.7,51775.75,57532.45,-0.579,11.118525564574133
SKU-010452,Jewelry,109.51,37.66,122.65,12.0,66,60.8,4742.1,5165.45,-0.728,8.927479386769566
SKU-010639,Jewelry,21.11,8.15,23.64,12.0,617,584.7,7996.32,9059.44,-0.474,13.295115753246511
SKU-010571,Jewelry,151.51,56.0,169.69,12.0,773,705.1,73829.23,80159.76,-0.812,8.574557800480909
SKU-010415,Jewelry,97.89,41.49,109.64,12.0,809,738.4,45627.6,50320.44,-0.806,10.285090603056046
SKU-010626,Jewelry,87.87,36.52,98.41,12.0,573,529.4,29423.55,32768.98,-0.698,11.369906078634306
SKU-010483,Jewelry,91.46,47.18,102.44,12.0,897,845.6,39719.16,46722.41,-0.521,17.631918701201133
SKU-010762,Jewelry,36.77,15.35,41.18,12.0,354,330.9,7582.68,8546.86,-0.597,12.715557032605895
SKU-010581,Jewelry,192.42,73.4,215.51,12.0,159,146.0,18924.18,20743.33,-0.755,9.61283395106156
SKU-010492,Jewelry,71.82,26.79,80.44,12.0,463,432.4,20848.89,23195.11,-0.604,11.253452821708976
SKU-010721,Jewelry,169.07,71.29,189.36,12.0,646,592.4,63165.88,69939.73,-0.765,10.723906640737058
SKU-010407,Jewelry,94.65,42.81,106.01,12.0,170,157.4,8812.8,9944.98,-0.682,12.84699527959332
SKU-010536,Jewelry,176.54,65.24,197.72,12.0,324,301.6,36061.2,39958.14,-0.632,10.80646234734286
SKU-010444,Jewelry,12.79,6.01,14.32,12.0,711,652.1,4820.58,5422.09,-0.763,12.477959083761704
SKU-010767,Jewelry,14.99,6.6,16.79,12.0,537,494.3,4505.43,5035.87,-0.732,11.77334904770464
SKU-010539,Jewelry,165.59,76.14,185.46,12.0,869,794.3,77732.05,86834.64,-0.793,11.710214769840753
SKU-010575,Jewelry,79.01,31.27,88.49,12.0,498,464.0,23774.52,26547.8,-0.625,11.664925306588735
SKU-010675,Jewelry,131.37,52.37,147.13,12.0,453,421.4,35787.0,39933.14,-0.638,11.585603710844715
SKU-010578,Jewelry,216.53,74.19,242.51,12.0,175,161.4,24909.5,27160.84,-0.716,9.038077841787274
SKU-010413,Jewelry,66.38,27.25,74.35,12.0,532,501.5,20817.16,23620.04,-0.52,13.464276587200175
SKU-010724,Jewelry,44.57,15.91,49.92,12.0,1281,1196.9,36713.46,40703.89,-0.599,10.869119935849136
SKU-010489,Jewelry,61.25,25.43,68.6,12.0,887,824.6,31772.34,35599.76,-0.643,12.046390036113186
SKU-010632,Jewelry,62.31,25.11,69.79,12.0,253,235.8,9411.6,10534.35,-0.622,11.929427514981516
SKU-010770,Jewelry,104.97,39.06,117.57,12.0,175,164.6,11534.25,12919.67,-0.542,12.0113574788131
SKU-010487,Jewelry,40.28,20.91,45.11,12.0,255,235.6,4939.35,5702.42,-0.698,15.44879386963871
SKU-010635,Jewelry,56.14,22.94,62.88,12.0,1009,945.3,33498.8,37750.52,-0.576,12.692156136936239
SKU-010445,Jewelry,48.57,17.26,54.4,12.0,567,523.1,17752.77,19427.5,-0.711,9.433626414356745
SKU-010537,Jewelry,74.76,28.74,83.73,12.0,201,182.3,9250.02,10025.52,-0.861,8.383765656722897
SKU-010726,Jewelry,174.64,65.81,195.6,12.0,543,505.2,59094.69,65572.23,-0.636,10.961289415343401
SKU-010634,Jewelry,102.91,46.02,115.26,12.0,787,718.8,44772.43,49771.12,-0.799,11.16466093084516
SKU-010768,Jewelry,37.4,15.23,41.89,12.0,430,398.3,9533.1,10617.44,-0.676,11.374474200417485
SKU-010674,Jewelry,83.99,31.99,94.07,12.0,428,396.1,22256.0,24587.69,-0.684,10.476680445722497
SKU-010577,Jewelry,160.2,69.42,179.42,12.0,573,538.7,52016.94,59260.95,-0.544,13.926251717229032
SKU-010673,Jewelry,82.11,28.64,91.96,12.0,714,660.9,38177.58,41852.68,-0.681,9.626330427439346
SKU-010576,Jewelry,127.32,55.17,142.6,12.0,265,241.4,19119.75,21108.22,-0.822,10.400083683102569
SKU-010725,Jewelry,134.66,48.12,150.82,12.0,769,688.2,66549.26,70681.21,-0.979,6.208859422328672
SKU-010633,Jewelry,128.03,47.39,143.39,12.0,1101,1016.9,88784.64,97623.26,-0.701,9.955122868099696
SKU-010769,Jewelry,112.02,48.54,125.46,12.0,440,398.9,27931.2,30687.01,-0.865,9.866421779228961
SKU-010488,Jewelry,148.41,63.61,166.22,12.0,324,303.3,27475.2,31122.35,-0.582,13.274334672723032
SKU-010538,Jewelry,129.21,66.99,144.72,12.0,285,266.8,17732.7,20735.85,-0.583,16.93566123602157
SKU-010446,Jewelry,41.77,16.91,46.78,12.0,378,351.7,9397.08,10506.59,-0.636,11.806965568027517
SKU-010447,Jewelry,60.51,22.33,67.77,12.0,740,691.0,28253.2,31400.42,-0.604,11.139339968569928
SKU-010771,Jewelry,95.86,42.39,107.36,12.0,241,223.0,12886.27,14491.26,-0.684,12.455039355841535
SKU-010672,Jewelry,20.69,8.88,23.17,12.0,580,539.4,6849.8,7709.98,-0.64,12.557738912085025
SKU-010727,Jewelry,161.18,67.74,180.52,12.0,163,152.0,15230.72,17146.49,-0.615,12.57832853601144
SKU-010573,Jewelry,90.3,29.23,101.14,12.0,553,514.6,33771.71,37004.31,-0.635,9.571916849931483
SKU-010534,Jewelry,135.93,47.76,152.24,12.0,239,226.0,21072.63,23617.57,-0.492,12.07699276264993
SKU-010765,Jewelry,188.91,71.39,211.58,12.0,397,370.4,46655.44,51932.65,-0.611,11.31102825308259
SKU-010629,Jewelry,176.61,63.63,197.8,12.0,587,555.9,66319.26,74582.45,-0.481,12.45971381465958
SKU-010485,Jewelry,129.33,55.75,144.85,12.0,972,878.9,71519.76,78309.77,-0.888,9.493893715527024
SKU-010677,Jewelry,129.95,50.84,145.54,12.0,399,361.9,31564.89,34273.91,-0.861,8.582383781473668
SKU-010773,Jewelry,39.79,17.17,44.56,12.0,885,812.9,20018.7,22270.16,-0.749,11.246784256719966
SKU-010442,Jewelry,57.89,21.21,64.84,12.0,833,752.3,30554.44,32820.25,-0.899,7.415648920418771
SKU-010671,Jewelry,127.23,44.94,142.5,12.0,721,658.2,59331.09,64211.31,-0.804,8.22540088172996
