sku_id,category,week,price,competitor_price,cost,promo,units_sold
SKU-000003,Apparel,3,128.54,114.4,77.18,0,391
SKU-000003,Apparel,4,126.44,136.57,77.18,1,515
SKU-000003,Apparel,5,113.86,130.97,77.18,0,408
SKU-000003,Apparel,6,145.67,153.04,77.18,0,397
SKU-000003,Apparel,7,145.0,141.13,77.18,0,347
SKU-000003,Apparel,8,142.11,156.74,77.18,0,305
SKU-000003,Apparel,9,140.25,147.47,77.18,0,335
SKU-000003,Apparel,10,154.0,120.62,77.18,0,266
SKU-000003,Apparel,11,117.13,146.96,77.18,0,365
SKU-000003,Apparel,12,140.16,128.78,77.18,0,259
SKU-000003,Apparel,13,135.5,140.26,77.18,0,299
SKU-000003,Apparel,14,138.33,131.07,77.18,0,285
SKU-000003,Apparel,15,135.91,139.2,77.18,0,226
SKU-000003,Apparel,16,153.77,136.93,77.18,0,241
SKU-000003,Apparel,17,125.77,136.31,77.18,0,347
SKU-000003,Apparel,18,112.71,148.28,77.18,0,293
SKU-000003,Apparel,19,129.06,129.41,77.18,1,361
SKU-000003,Apparel,20,137.33,178.13,77.18,0,295
SKU-000003,Apparel,21,127.94,135.37,77.18,0,231
SKU-000003,Apparel,22,138.19,132.89,77.18,0,265
SKU-000003,Apparel,23,123.0,135.18,77.18,0,292
SKU-000003,Apparel,24,120.57,132.93,77.18,0,368
SKU-000003,Apparel,25,133.7,125.47,77.18,0,442
SKU-000004,Apparel,0,120.16,144.13,70.09,0,287
SKU-000004,Apparel,1,124.56,123.09,70.09,1,441
SKU-000004,Apparel,2,128.97,120.06,70.09,0,218
SKU-000004,Apparel,3,121.31,115.91,70.09,0,257
SKU-000004,Apparel,4,92.47,133.95,70.09,0,467
SKU-000004,Apparel,5,135.74,127.89,70.09,1,253
SKU-000004,Apparel,6,119.44,128.86,70.09,0,434
SKU-000004,Apparel,7,140.99,112.53,70.09,0,231
SKU-000004,Apparel,8,122.59,133.37,70.09,0,307
SKU-000004,Apparel,9,105.23,127.99,70.09,0,395
SKU-000004,Apparel,10,128.0,122.33,70.09,0,245
SKU-000004,Apparel,11,131.9,128.54,70.09,0,236
SKU-000004,Apparel,12,145.55,122.49,70.09,0,216
SKU-000004,Apparel,13,115.55,116.3,70.09,0,296
SKU-000004,Apparel,14,130.0,111.58,70.09,0,191
SKU-000004,Apparel,15,143.48,102.24,70.09,0,164
SKU-000004,Apparel,16,127.65,118.72,70.09,0,260
SKU-000004,Apparel,17,126.66,127.84,70.09,0,203
SKU-000004,Apparel,18,129.08,121.44,70.09,0,203
SKU-000004,Apparel,19,119.51,131.16,70.09,0,229
SKU-000004,Apparel,20,141.42,133.65,70.09,0,195
SKU-000004,Apparel,21,120.92,119.41,70.09,0,256
SKU-000004,Apparel,22,123.63,109.67,70.09,0,174
SKU-000004,Apparel,23,124.3,112.15,70.09,0,209
SKU-000004,Apparel,24,121.3,108.11,70.09,0,313
SKU-000004,Apparel,25,105.42,142.84,70.09,0,298
SKU-000005,Apparel,0,127.51,117.28,79.41,1,771
SKU-000005,Apparel,1,110.43,127.86,79.41,0,639
SKU-000005,Apparel,2,150.02,127.65,79.41,0,383
SKU-000005,Apparel,3,126.41,129.16,79.41,0,653
SKU-000005,Apparel,4,134.62,130.38,79.41,0,390
SKU-000005,Apparel,5,130.85,121.63,79.41,0,500
SKU-000005,Apparel,6,132.95,130.36,79.41,1,797
SKU-000005,Apparel,7,154.29,124.91,79.41,0,390
SKU-000005,Apparel,8,112.29,142.7,79.41,0,692
SKU-000005,Apparel,9,130.26,141.02,79.41,0,515
SKU-000005,Apparel,10,145.66,119.88,79.41,0,389
SKU-000005,Apparel,11,106.46,131.29,79.41,0,742
SKU-000005,Apparel,12,116.59,144.01,79.41,1,873
SKU-000005,Apparel,13,123.53,129.03,79.41,0,475
SKU-000005,Apparel,14,126.01,119.79,79.41,0,504
SKU-000005,Apparel,15,126.88,135.01,79.41,0,387
SKU-000005,Apparel,16,120.69,136.2,79.41,0,437
SKU-000005,Apparel,17,141.12,140.98,79.41,0,428
SKU-000005,Apparel,18,127.37,131.21,79.41,0,377
SKU-000005,Apparel,19,141.92,119.78,79.41,0,295
SKU-000005,Apparel,20,128.95,118.59,79.41,0,438
SKU-000005,Apparel,21,145.91,141.53,79.41,1,399
SKU-000005,Apparel,22,125.16,122.87,79.41,0,429
SKU-000005,Apparel,23,130.77,137.67,79.41,1,525
SKU-000005,Apparel,24,120.03,137.78,79.41,0,520
SKU-000005,Apparel,25,146.01,118.78,79.41,1,470
SKU-000006,Apparel,0,137.29,135.75,87.05,0,837
SKU-000006,Apparel,1,141.4,153.51,87.05,0,790
SKU-000006,Apparel,2,136.57,144.84,87.05,1,1421
SKU-000006,Apparel,3,144.52,121.49,87.05,0,770
SKU-000006,Apparel,4,124.57,124.02,87.05,1,1418
SKU-000006,Apparel,5,134.28,127.22,87.05,0,1204
SKU-000006,Apparel,6,134.69,152.89,87.05,0,936
SKU-000006,Apparel,7,133.24,127.64,87.05,0,887
SKU-000006,Apparel,8,156.03,144.61,87.05,0,815
SKU-000006,Apparel,9,159.66,129.61,87.05,0,597
SKU-000006,Apparel,10,140.19,120.89,87.05,0,690
SKU-000006,Apparel,11,105.05,142.52,87.05,0,1468
SKU-000006,Apparel,12,148.53,139.3,87.05,0,793
SKU-000006,Apparel,13,161.1,125.08,87.05,0,543
SKU-000006,Apparel,14,118.55,157.11,87.05,0,1057
SKU-000006,Apparel,15,162.64,138.69,87.05,0,678
SKU-000006,Apparel,16,139.84,141.69,87.05,1,1214
SKU-000006,Apparel,17,149.47,123.44,87.05,0,658
SKU-000006,Apparel,18,124.6,139.72,87.05,0,931
SKU-000006,Apparel,19,120.29,157.3,87.05,0,1015
SKU-000006,Apparel,20,134.15,152.06,87.05,0,841
SKU-000006,Apparel,21,133.87,144.05,87.05,0,707
SKU-000006,Apparel,22,140.01,133.99,87.05,0,663
SKU-000006,Apparel,23,128.02,137.77,87.05,0,1239
SKU-000006,Apparel,24,130.14,141.5,87.05,0,743
SKU-000006,Apparel,25,114.83,125.55,87.05,0,1521
SKU-000007,Apparel,0,139.09,192.09,99.09,0,1069
SKU-000007,Apparel,1,196.02,156.55,99.09,0,747
SKU-000007,Apparel,2,162.39,162.04,99.09,0,802
SKU-000007,Apparel,3,191.07,160.91,99.09,0,729
SKU-000007,Apparel,4,167.87,164.81,99.09,0,721
SKU-000007,Apparel,5,170.52,171.53,99.09,0,824
SKU-000007,Apparel,6,208.06,172.7,99.09,0,799
SKU-000007,Apparel,7,207.01,174.42,99.09,0,712
SKU-000007,Apparel,8,163.6,172.69,99.09,0,1085
SKU-000007,Apparel,9,177.86,182.02,99.09,0,955
SKU-000007,Apparel,10,191.4,171.9,99.09,0,979
SKU-000007,Apparel,11,182.84,174.44,99.09,0,786
SKU-000007,Apparel,12,157.08,186.87,99.09,0,949
SKU-000007,Apparel,13,181.11,175.27,99.09,0,660
SKU-000007,Apparel,14,165.19,194.37,99.09,0,845
SKU-000007,Apparel,15,214.93,169.38,99.09,0,584
SKU-000007,Apparel,16,172.64,158.05,99.09,0,724
SKU-000007,Apparel,17,187.49,191.31,99.09,0,783
SKU-000007,Apparel,18,201.44,162.73,99.09,1,759
SKU-000007,Apparel,19,165.65,172.6,99.09,1,1152
SKU-000007,Apparel,20,146.58,178.24,99.09,0,938
SKU-000007,Apparel,21,166.53,157.58,99.09,0,640
SKU-000007,Apparel,22,168.93,168.73,99.09,0,798
SKU-000007,Apparel,23,182.15,167.76,99.09,0,633
SKU-000007,Apparel,24,193.09,178.85,99.09,0,598
SKU-000007,Apparel,25,170.83,180.15,99.09,0,1003
SKU-000008,Apparel,0,102.74,97.09,63.34,0,752
SKU-000008,Apparel,1,99.54,122.67,63.34,0,717
SKU-000008,Apparel,2,114.56,110.0,63.34,0,514
SKU-000008,Apparel,3,98.23,94.74,63.34,0,658
SKU-000008,Apparel,4,94.42,112.75,63.34,0,727
SKU-000008,Apparel,5,139.61,102.89,63.34,0,487
SKU-000008,Apparel,6,122.37,100.32,63.34,0,418
SKU-000008,Apparel,7,121.93,107.3,63.34,1,683
SKU-000008,Apparel,8,122.84,98.43,63.34,0,419
SKU-000008,Apparel,9,135.33,127.23,63.34,1,684
SKU-000008,Apparel,10,116.33,92.98,63.34,0,487
SKU-000008,Apparel,11,95.39,103.97,63.34,0,862
SKU-000008,Apparel,12,116.81,112.34,63.34,0,594
SKU-000008,Apparel,13,107.6,120.89,63.34,0,472
SKU-000008,Apparel,14,103.84,130.66,63.34,1,920
SKU-000008,Apparel,15,118.97,114.52,63.34,0,442
SKU-000008,Apparel,16,109.74,111.79,63.34,0,489
SKU-000008,Apparel,17,110.43,118.86,63.34,0,505
SKU-000008,Apparel,18,114.54,135.26,63.34,0,583
SKU-000008,Apparel,19,132.45,110.47,63.34,0,385
SKU-000008,Apparel,20,128.93,112.79,63.34,0,382
SKU-000008,Apparel,21,96.54,120.29,63.34,0,602
SKU-000008,Apparel,22,107.35,95.81,63.34,0,509
SKU-000008,Apparel,23,99.37,119.88,63.34,0,684
SKU-000008,Apparel,24,115.23,123.7,63.34,0,570
SKU-000008,Apparel,25,109.88,109.56,63.34,0,599
SKU-000009,Apparel,0,173.36,134.17,87.66,1,307
SKU-000009,Apparel,1,148.82,146.61,87.66,0,325
SKU-000009,Apparel,2,120.48,141.54,87.66,0,464
SKU-000009,Apparel,3,124.43,130.98,87.66,0,528
SKU-000009,Apparel,4,148.39,144.83,87.66,0,279
SKU-000009,Apparel,5,113.63,136.73,87.66,0,609
SKU-000009,Apparel,6,173.48,127.17,87.66,0,270
SKU-000009,Apparel,7,152.33,145.67,87.66,0,315
SKU-000009,Apparel,8,133.6,143.03,87.66,0,438
SKU-000009,Apparel,9,138.55,145.24,87.66,1,469
SKU-000009,Apparel,10,159.79,130.42,87.66,1,302
SKU-000009,Apparel,11,145.39,132.47,87.66,1,409
SKU-000009,Apparel,12,112.62,129.39,87.66,0,528
SKU-000009,Apparel,13,120.96,119.35,87.66,0,414
SKU-000009,Apparel,14,131.51,132.59,87.66,0,422
SKU-000009,Apparel,15,150.89,131.24,87.66,0,245
SKU-000009,Apparel,16,121.47,151.82,87.66,0,459
SKU-000009,Apparel,17,133.47,158.45,87.66,0,362
SKU-000009,Apparel,18,157.96,149.83,87.66,0,209
SKU-000009,Apparel,19,154.88,133.02,87.66,0,226
SKU-000009,Apparel,20,161.81,156.95,87.66,0,216
SKU-000009,Apparel,21,153.5,147.55,87.66,0,311
SKU-000009,Apparel,22,147.18,133.14,87.66,0,215
SKU-000009,Apparel,23,148.63,125.2,87.66,0,213
SKU-000009,Apparel,24,127.07,121.38,87.66,0,319
SKU-000009,Apparel,25,143.41,154.52,87.66,0,326
SKU-000010,Apparel,0,19.02,19.03,12.87,0,675
SKU-000010,Apparel,1,22.8,22.79,12.87,0,349
SKU-000010,Apparel,2,20.52,21.48,12.87,0,668
SKU-000010,Apparel,3,21.47,20.06,12.87,0,564
SKU-000010,Apparel,4,22.0,21.93,12.87,0,541
SKU-000010,Apparel,5,22.1,20.36,12.87,0,565
SKU-000010,Apparel,6,23.11,21.78,12.87,0,566
SKU-000010,Apparel,7,18.09,16.97,12.87,0,848
SKU-000010,Apparel,8,21.71,19.19,12.87,0,629
SKU-000010,Apparel,9,16.52,21.48,12.87,0,1034
SKU-000010,Apparel,10,23.54,21.82,12.87,0,419
SKU-000010,Apparel,11,19.05,22.54,12.87,0,738
SKU-000010,Apparel,12,24.24,21.13,12.87,1,695
SKU-000010,Apparel,13,25.54,24.93,12.87,0,337
SKU-000010,Apparel,14,19.42,21.66,12.87,0,691
SKU-000010,Apparel,15,18.91,22.4,12.87,0,627
SKU-000010,Apparel,16,21.78,21.69,12.87,0,473
SKU-000010,Apparel,17,22.33,20.86,12.87,0,434
SKU-000010,Apparel,18,17.67,22.92,12.87,0,809
SKU-000010,Apparel,19,21.48,21.88,12.87,0,434
SKU-000010,Apparel,20,20.87,19.1,12.87,0,379
SKU-000010,Apparel,21,21.1,23.23,12.87,1,778
SKU-000010,Apparel,22,23.57,24.39,12.87,0,602
SKU-000010,Apparel,23,19.73,22.45,12.87,0,499
SKU-000010,Apparel,24,22.46,24.78,12.87,0,429
SKU-000010,Apparel,25,23.47,23.03,12.87,0,482
SKU-000011,Apparel,0,14.86,14.78,8.08,0,844
SKU-000011,Apparel,1,17.58,15.85,8.08,0,637
SKU-000011,Apparel,2,13.4,14.66,8.08,0,1154
SKU-000011,Apparel,3,14.57,16.19,8.08,0,866
SKU-000011,Apparel,4,14.22,14.22,8.08,0,857
SKU-000011,Apparel,5,14.58,15.85,8.08,0,990
SKU-000011,Apparel,6,13.96,15.14,8.08,0,1238
SKU-000011,Apparel,7,14.63,13.49,8.08,0,985
SKU-000011,Apparel,8,15.46,15.36,8.08,0,907
SKU-000011,Apparel,9,15.23,16.28,8.08,0,644
SKU-000011,Apparel,10,14.49,15.42,8.08,0,1044
SKU-000011,Apparel,11,19.04,16.8,8.08,0,720
SKU-000011,Apparel,12,12.93,16.04,8.08,1,1548
SKU-000011,Apparel,13,15.74,15.5,8.08,0,746
SKU-000011,Apparel,14,14.46,15.27,8.08,0,943
SKU-000011,Apparel,15,12.25,14.66,8.08,0,1016
SKU-000011,Apparel,16,15.63,15.02,8.08,1,1045
SKU-000011,Apparel,17,17.37,13.72,8.08,0,489
SKU-000011,Apparel,18,14.17,15.19,8.08,0,825
SKU-000011,Apparel,19,15.97,13.63,8.08,0,566
SKU-000011,Apparel,20,12.23,14.77,8.08,1,1718
SKU-000011,Apparel,21,13.6,17.18,8.08,0,802
SKU-000011,Apparel,22,14.07,17.51,8.08,0,972
SKU-000011,Apparel,23,16.09,16.11,8.08,1,1216
SKU-000011,Apparel,24,14.34,13.57,8.08,0,790
SKU-000011,Apparel,25,16.02,15.45,8.08,0,733
SKU-000012,Apparel,0,93.89,108.34,59.45,0,962
SKU-000012,Apparel,1,97.83,100.03,59.45,0,797
SKU-000012,Apparel,2,138.86,106.09,59.45,0,476
SKU-000012,Apparel,3,97.53,90.1,59.45,0,969
SKU-000012,Apparel,4,93.4,109.71,59.45,0,1105
SKU-000012,Apparel,5,112.52,114.0,59.45,0,719
SKU-000012,Apparel,6,118.53,105.79,59.45,1,1132
SKU-000012,Apparel,7,105.29,98.94,59.45,0,779
SKU-000012,Apparel,8,99.28,100.39,59.45,0,987
SKU-000012,Apparel,9,86.68,116.28,59.45,0,1710
SKU-000012,Apparel,10,102.54,110.32,59.45,0,1083
SKU-000012,Apparel,11,108.9,100.45,59.45,0,769
SKU-000012,Apparel,12,95.0,106.46,59.45,0,971
SKU-000012,Apparel,13,114.36,116.83,59.45,0,694
SKU-000012,Apparel,14,94.81,115.16,59.45,0,1252
SKU-000012,Apparel,15,108.14,109.3,59.45,0,846
SKU-000012,Apparel,16,112.25,116.04,59.45,0,711
SKU-000012,Apparel,17,99.88,108.34,59.45,0,738
SKU-000012,Apparel,18,87.83,102.59,59.45,0,932
SKU-000012,Apparel,19,104.29,113.42,59.45,0,750
SKU-000012,Apparel,20,100.06,109.78,59.45,0,694
SKU-000012,Apparel,21,93.38,108.72,59.45,1,1606
SKU-000012,Apparel,22,107.39,107.63,59.45,0,859
SKU-000012,Apparel,23,98.7,108.17,59.45,0,861
SKU-000012,Apparel,24,108.06,119.65,59.45,0,720
SKU-000012,Apparel,25,127.48,105.2,59.45,0,464
SKU-000013,Apparel,0,91.06,90.16,46.66,0,957
SKU-000013,Apparel,1,86.3,92.5,46.66,0,1103
SKU-000013,Apparel,2,90.33,97.71,46.66,0,904
SKU-000013,Apparel,3,87.35,83.53,46.66,0,940
SKU-000013,Apparel,4,90.04,82.13,46.66,1,1354
SKU-000013,Apparel,5,92.78,84.24,46.66,0,975
SKU-000013,Apparel,6,94.25,88.8,46.66,0,860
SKU-000013,Apparel,7,87.46,86.01,46.66,0,1195
SKU-000013,Apparel,8,76.35,87.23,46.66,0,1393
SKU-000013,Apparel,9,75.46,98.67,46.66,0,1630
SKU-000013,Apparel,10,100.67,84.06,46.66,0,731
SKU-000013,Apparel,11,101.15,98.37,46.66,1,1036
SKU-000013,Apparel,12,91.31,77.58,46.66,0,759
SKU-000013,Apparel,13,103.99,85.11,46.66,0,584
SKU-000013,Apparel,14,75.08,107.1,46.66,0,1446
SKU-000013,Apparel,15,105.33,85.95,46.66,0,628
SKU-000013,Apparel,16,89.4,81.32,46.66,0,659
SKU-000013,Apparel,17,97.8,87.67,46.66,0,746
SKU-000013,Apparel,18,100.84,100.64,46.66,0,480
SKU-000013,Apparel,19,100.37,92.1,46.66,1,726
SKU-000013,Apparel,20,75.77,82.08,46.66,0,919
SKU-000013,Apparel,21,81.85,85.39,46.66,0,931
SKU-000013,Apparel,22,87.53,99.75,46.66,0,903
SKU-000013,Apparel,23,79.9,92.1,46.66,1,1629
SKU-000013,Apparel,24,84.77,82.61,46.66,0,827
SKU-000013,Apparel,25,98.48,96.47,46.66,0,739
SKU-000014,Apparel,0,94.16,82.41,55.56,0,227
SKU-000014,Apparel,1,79.96,88.29,55.56,0,381
SKU-000014,Apparel,2,86.84,101.49,55.56,0,309
SKU-000014,Apparel,3,76.17,97.32,55.56,0,565
SKU-000014,Apparel,4,103.85,96.78,55.56,0,198
SKU-000014,Apparel,5,91.78,88.96,55.56,0,308
SKU-000014,Apparel,6,66.31,101.48,55.56,0,591
SKU-000014,Apparel,7,85.86,92.76,55.56,0,346
SKU-000014,Apparel,8,81.9,101.77,55.56,0,401
SKU-000014,Apparel,9,96.72,87.19,55.56,0,234
SKU-000014,Apparel,10,93.5,93.58,55.56,0,224
SKU-000014,Apparel,11,92.13,93.63,55.56,0,278
SKU-000014,Apparel,12,80.86,94.95,55.56,0,385
SKU-000014,Apparel,13,93.23,82.56,55.56,0,199
SKU-000014,Apparel,14,95.49,80.27,55.56,0,186
SKU-000014,Apparel,15,100.47,104.83,55.56,0,207
SKU-000014,Apparel,16,82.04,84.9,55.56,0,269
SKU-000014,Apparel,17,91.59,93.3,55.56,1,371
SKU-000014,Apparel,18,106.74,90.61,55.56,0,139
SKU-000014,Apparel,19,78.95,86.09,55.56,0,291
SKU-000014,Apparel,20,99.99,87.86,55.56,0,182
SKU-000014,Apparel,21,91.26,87.07,55.56,0,252
SKU-000014,Apparel,22,93.2,96.67,55.56,1,285
SKU-000014,Apparel,23,107.34,90.59,55.56,0,155
SKU-000014,Apparel,24,85.97,87.64,55.56,0,260
SKU-000014,Apparel,25,84.71,87.87,55.56,1,369
SKU-000015,Apparel,0,114.14,94.64,46.84,0,541
SKU-000015,Apparel,1,95.53,80.7,46.84,0,763
SKU-000015,Apparel,2,95.16,85.7,46.84,0,705
SKU-000015,Apparel,3,86.02,80.43,46.84,0,866
SKU-000015,Apparel,4,73.65,81.85,46.84,0,1022
SKU-000015,Apparel,5,89.71,85.39,46.84,0,737
SKU-000015,Apparel,6,81.29,92.16,46.84,0,985
SKU-000015,Apparel,7,90.76,89.77,46.84,1,1498
SKU-000015,Apparel,8,84.05,91.42,46.84,0,927
SKU-000015,Apparel,9,77.84,93.4,46.84,0,1154
SKU-000015,Apparel,10,87.63,88.5,46.84,0,916
SKU-000015,Apparel,11,72.97,88.13,46.84,1,1592
SKU-000015,Apparel,12,93.81,86.47,46.84,0,790
SKU-000015,Apparel,13,84.98,85.42,46.84,0,999
SKU-000015,Apparel,14,93.26,91.69,46.84,0,778
SKU-000015,Apparel,15,76.66,91.65,46.84,0,1135
SKU-000015,Apparel,16,73.7,97.24,46.84,1,1111
SKU-000015,Apparel,17,85.12,98.97,46.84,0,605
SKU-000015,Apparel,18,82.76,80.26,46.84,0,645
SKU-000015,Apparel,19,104.79,89.1,46.84,0,484
SKU-000015,Apparel,20,93.16,93.16,46.84,0,785
SKU-000015,Apparel,21,78.21,86.21,46.84,1,1456
SKU-000015,Apparel,22,84.18,90.18,46.84,0,755
SKU-000015,Apparel,23,97.54,95.77,46.84,0,646
SKU-000015,Apparel,24,95.51,87.94,46.84,0,517
SKU-000015,Apparel,25,79.48,98.93,46.84,0,886
SKU-000016,Apparel,0,143.22,145.69,84.05,1,634
SKU-000016,Apparel,1,139.63,154.48,84.05,0,518
SKU-000016,Apparel,2,153.34,146.53,84.05,0,511
SKU-000016,Apparel,3,131.45,184.95,84.05,0,753
SKU-000016,Apparel,4,125.67,141.72,84.05,0,780
SKU-000016,Apparel,5,153.75,140.95,84.05,0,573
SKU-000016,Apparel,6,127.87,155.82,84.05,0,865
SKU-000016,Apparel,7,146.9,149.63,84.05,0,591
SKU-000016,Apparel,8,124.66,158.4,84.05,0,920
SKU-000016,Apparel,9,138.3,124.61,84.05,0,687
SKU-000016,Apparel,10,133.92,142.08,84.05,0,608
SKU-000016,Apparel,11,139.55,143.91,84.05,0,570
SKU-000016,Apparel,12,136.74,146.31,84.05,0,625
SKU-000016,Apparel,13,172.38,148.89,84.05,0,361
SKU-000016,Apparel,14,160.46,134.94,84.05,0,400
SKU-000016,Apparel,15,154.03,133.63,84.05,0,419
SKU-000016,Apparel,16,124.4,143.77,84.05,0,574
SKU-000016,Apparel,17,126.99,152.55,84.05,0,711
SKU-000016,Apparel,18,140.07,148.63,84.05,1,752
SKU-000016,Apparel,19,179.44,145.16,84.05,0,316
SKU-000016,Apparel,20,153.53,135.88,84.05,0,417
SKU-000016,Apparel,21,132.33,157.18,84.05,0,589
SKU-000016,Apparel,22,143.54,142.56,84.05,0,522
SKU-000016,Apparel,23,197.46,133.15,84.05,0,258
SKU-000016,Apparel,24,132.11,149.81,84.05,0,578
SKU-000016,Apparel,25,163.85,124.56,84.05,0,404
SKU-000017,Apparel,0,59.59,72.32,37.88,0,515
SKU-000017,Apparel,1,66.71,66.8,37.88,0,401
SKU-000017,Apparel,2,66.6,66.23,37.88,0,421
SKU-000017,Apparel,3,75.49,59.68,37.88,0,361
SKU-000017,Apparel,4,70.5,64.91,37.88,0,380
SKU-000017,Apparel,5,77.38,69.83,37.88,0,442
SKU-000017,Apparel,6,62.97,64.69,37.88,0,649
SKU-000017,Apparel,7,82.53,63.52,37.88,1,546
SKU-000017,Apparel,8,83.77,56.62,37.88,0,322
SKU-000017,Apparel,9,58.46,70.86,37.88,0,742
SKU-000017,Apparel,10,63.93,70.9,37.88,0,606
SKU-000017,Apparel,11,68.84,66.53,37.88,0,554
SKU-000017,Apparel,12,75.7,73.56,37.88,0,355
SKU-000017,Apparel,13,80.06,72.77,37.88,1,499
SKU-000017,Apparel,14,68.72,67.48,37.88,1,670
SKU-000017,Apparel,15,71.88,67.51,37.88,0,342
SKU-000017,Apparel,16,67.76,73.53,37.88,0,467
SKU-000017,Apparel,17,68.77,64.65,37.88,1,482
SKU-000017,Apparel,18,58.44,67.81,37.88,0,542
SKU-000017,Apparel,19,67.77,62.58,37.88,0,394
SKU-000017,Apparel,20,66.11,67.24,37.88,0,467
SKU-000017,Apparel,21,70.48,77.99,37.88,0,392
SKU-000017,Apparel,22,77.03,67.16,37.88,1,407
SKU-000017,Apparel,23,59.98,67.94,37.88,0,556
SKU-000017,Apparel,24,67.87,59.01,37.88,0,473
SKU-000017,Apparel,25,56.59,64.71,37.88,0,492
SKU-000018,Apparel,0,21.7,24.97,14.05,0,793
SKU-000018,Apparel,1,25.74,26.24,14.05,0,742
SKU-000018,Apparel,2,25.62,23.03,14.05,0,665
SKU-000018,Apparel,3,26.73,23.68,14.05,0,704
SKU-000018,Apparel,4,25.25,27.42,14.05,0,695
SKU-000018,Apparel,5,26.37,24.38,14.05,0,692
SKU-000018,Apparel,6,23.37,24.91,14.05,0,856
SKU-000018,Apparel,7,25.88,22.74,14.05,0,703
SKU-000018,Apparel,8,25.93,25.14,14.05,0,713
SKU-000018,Apparel,9,24.53,26.48,14.05,0,751
SKU-000018,Apparel,10,20.77,25.19,14.05,0,1332
SKU-000018,Apparel,11,20.59,28.3,14.05,0,1190
SKU-000018,Apparel,12,24.05,25.37,14.05,0,699
SKU-000018,Apparel,13,27.53,24.86,14.05,0,491
SKU-000018,Apparel,14,23.57,24.79,14.05,1,843
SKU-000018,Apparel,15,21.0,25.0,14.05,0,993
SKU-000018,Apparel,16,28.31,27.68,14.05,0,504
SKU-000018,Apparel,17,19.01,23.86,14.05,1,1105
SKU-000018,Apparel,18,20.19,22.58,14.05,0,904
SKU-000018,Apparel,19,32.16,28.11,14.05,0,280
SKU-000018,Apparel,20,25.22,27.3,14.05,0,563
